,0,1,2
243,0.4672454499,-1,35172.0
244,0.5060346544,1,62616.0
245,0.5020508696,-1,44207.0
246,0.5811769842,1,41511.0
247,0.5622152295,1,32659.0
248,0.4696685373,1,47282.0
249,0.5356644273,-1,25252.0
250,0.4501461755,-1,35047.0
251,0.5680561806,1,57915.0
252,0.5189647881,1,70259.0
253,0.462608609,-1,36326.0
254,0.5266221967,1,37375.0
255,0.503076235,1,85591.0
256,0.491821921,-1,62497.0
257,0.5209137866,1,32331.0
258,0.566357363,1,39293.0
259,0.5133059722,1,39141.0
260,0.5174745258,1,51014.0
261,0.4912145778,-1,38055.0
262,0.4339867039,-1,30795.0
263,0.446484857,1,28517.0
264,0.5095488815,-1,29255.0
265,0.4954431329,1,29059.0
266,0.6245097777,-1,16998.0
267,0.577296633,-1,28268.0
268,0.5177015915,1,30416.0
269,0.4898907247,1,26511.0
270,0.5553137511,-1,42805.0
271,0.5385678598,-1,40820.0
272,0.5142087341,1,37147.0
273,0.5584789405,-1,71852.0
274,0.4998608605,1,36177.0
275,0.5138629092,1,73805.0
276,0.5551888381,-1,52629.0
277,0.5506278653,-1,48969.0
278,0.5213951316,-1,39167.0
279,0.5894387951,-1,34958.0
280,0.546603896,1,36547.0
281,0.5253266121,-1,55287.0
282,0.512233393,-1,35244.0
283,0.4927831865,-1,36159.0
284,0.5699841398,-1,31707.0
285,0.4925655736,1,60195.0
286,0.5154533826,-1,45838.0
287,0.5000643365,1,39182.0
288,0.54348242,-1,28854.0
289,0.5387104277,-1,32934.0
290,0.4628280635,-1,46577.0
291,0.4541980342,-1,57298.0
292,0.480966803,1,50833.0
293,0.5372400035,-1,32929.0
294,0.493234017,-1,37558.0
295,0.4652121039,-1,82837.0
296,0.5099214171,1,37990.0
297,0.4916954083,1,47123.0
298,0.5721573828,1,44156.0
299,0.4903734828,-1,40572.0
300,0.4858730177,-1,29010.0
301,0.5211060685,1,24278.0
302,0.5311244204,1,40170.0
303,0.521155767,1,28907.0
304,0.5529210423,-1,32474.0
305,0.4980916911,-1,27806.0
306,0.5238953373,1,24521.0
307,0.5008304833,1,18078.0
308,0.5398636073,-1,30548.0
309,0.5345141421,1,35969.0
310,0.5825697978,-1,41808.0
311,0.4661306819,-1,21743.0
312,0.4897165777,1,23067.0
313,0.5664765037,-1,20913.0
314,0.4650756168,1,42171.0
315,0.4719915848,-1,20683.0
316,0.4700466187,-1,25237.0
317,0.4653631235,-1,55001.0
318,0.5231530502,-1,47336.0
319,0.4962627678,1,45248.0
320,0.5020578753,-1,39085.0
321,0.462571174,1,29685.0
322,0.4968734323,-1,34485.0
323,0.9957108498,-1,23817.0
324,0.3222666004,1,34570.0
325,0.5327884662,-1,21696.0
326,0.4808879024,-1,34997.0
327,0.4516646896,-1,59939.0
328,0.5278172862,1,46574.0
329,0.46714115,1,48852.0
330,0.4650554045,-1,52249.0
331,0.5272411439,1,20675.0
332,0.5362930429,-1,27357.0
333,0.4742666574,1,26090.0
334,0.5442982792,-1,48016.0
335,0.4737825665,1,32488.0
336,0.4425753298,-1,27404.0
337,0.5195953732,-1,33788.0
338,0.5312013282,1,58980.0
339,0.5512933326,1,30179.0
340,0.5054912184,-1,21540.0
341,0.4941690588,-1,28983.0
342,0.5012423646,1,42370.0
343,0.5156988602,-1,29240.0
344,0.4839758783,1,21202.0
345,0.4240349488,-1,19496.0
346,0.4579162194,1,41157.0
347,0.4876615772,1,47713.0
348,0.5021632716,1,40900.0
349,0.3972225136,1,29112.0
350,0.4983667786,1,37858.0
351,0.5381923189,-1,48221.0
352,0.5363617136,1,27519.0
353,0.4627799066,-1,42617.0
354,0.5226032807,1,30639.0
355,0.4895090823,-1,72287.0
356,0.5235999191,1,40508.0
357,0.4950000938,-1,35089.0
358,0.4796299215,1,82745.0
359,0.4714132359,-1,40222.0
360,0.4373274334,-1,63098.0
361,0.4688871359,1,91581.0
362,0.5195265551,-1,54472.0
363,0.4861242145,1,35607.0
364,0.4600511437,-1,26393.0
365,0.4635344654,-1,43077.0
366,0.4227556244,1,52156.0
367,0.6019125465,1,76199.0
368,0.5342740199,-1,73108.0
369,0.4424731716,-1,123112.0
370,0.4620954473,-1,76112.0
371,0.450274795,-1,75568.0
372,0.4739119137,-1,55327.0
373,0.4552225384,-1,49076.0
374,0.4466731453,1,204396.0
375,0.4620847877,1,96884.0
376,0.4897775492,1,98106.0
377,0.5940740237,-1,89156.0
378,0.4641031271,-1,75517.0
379,0.4296883297,1,45566.0
380,0.5230264054,1,38107.0
381,0.4741228449,-1,33763.0
382,0.4601907999,-1,24336.0
383,0.4849925027,1,67824.0
384,0.5268468195,-1,66429.0
385,0.485087222,1,41766.0
386,0.5047782137,1,30833.0
387,0.6126189667,1,28938.0
388,0.5932575587,-1,36179.0
389,0.4928051009,1,26943.0
390,0.547809014,-1,27107.0
391,0.5619037247,-1,21213.0
392,0.5825078811,-1,20126.0
393,0.5042822404,-1,19120.0
394,0.495399413,1,20233.0
395,0.4928393855,-1,27737.0
396,0.5046516006,1,45069.0
397,0.5406822601,1,49010.0
398,0.5967812574,1,83414.0
399,0.5244387475,1,31473.0
400,0.518000539,-1,41588.0
401,0.5635456452,-1,37758.0
402,0.6101827592,-1,26841.0
403,0.5115958152,1,24640.0
404,0.5277483536,1,16316.0
405,0.532391617,1,19921.0
406,0.5288121382,-1,40399.0
407,0.4996938222,-1,24554.0
408,0.5138212962,1,24895.0
409,0.5133570746,-1,19222.0
410,0.4832758605,-1,25715.0
411,0.4348704507,-1,26940.0
412,0.5224169749,1,30640.0
413,0.5243833857,-1,19109.0
414,0.4850810696,-1,26592.0
415,0.4312954872,1,17866.0
416,0.5455045991,1,29493.0
417,0.552692655,1,63678.0
418,0.5053678144,-1,62286.0
419,0.5350906516,1,30977.0
420,0.4610211178,1,37683.0
421,0.5305571783,-1,34750.0
422,0.4696118905,1,28838.0
423,0.5523055153,1,49892.0
424,0.5405656889,1,29043.0
425,0.6577684273,-1,38884.0
426,0.5912231394,1,25648.0
427,0.5712051659,1,55764.0
428,0.5616126801,-1,42083.0
429,0.5125721657,1,30284.0
430,0.6628945965,1,68609.0
431,0.5302927371,-1,47051.0
432,0.5299380666,-1,42122.0
433,0.5473384364,1,33624.0
434,0.6404639474,1,29155.0
435,0.6662205227,-1,28986.0
436,0.4942630162,1,36102.0
437,0.5468872872,-1,30342.0
438,0.5280759371,1,22699.0
439,0.5380150723,1,36696.0
440,0.5195895841,1,30520.0
441,0.5119044686,-1,58140.0
442,0.5272912879,1,35091.0
443,0.620441353,1,35677.0
444,0.5859531919,-1,32258.0
445,0.3638687606,1,23237.0
446,0.5396516462,-1,37745.0
447,0.5171086865,-1,29501.0
448,0.4623620011,-1,37882.0
449,0.5273303502,1,29850.0
450,0.6046974417,1,25908.0
451,0.5434623728,-1,82622.0
452,0.4553960924,1,57964.0
453,0.5658375075,1,65942.0
454,0.5676938246,1,56986.0
455,0.4959748195,-1,63840.0
456,0.5371720814,-1,84585.0
457,0.5687218008,-1,44830.0
458,0.501291792,-1,46731.0
459,0.5109319683,-1,60180.0
460,0.5138724029,1,52275.0
461,0.5811468493,-1,53057.0
462,0.5154586241,1,52510.0
463,0.5815632611,1,40561.0
464,0.5356149843,-1,62172.0
465,0.6147238214,1,52400.0
466,0.5877018916,-1,81318.0
467,0.5555498614,1,40634.0
468,0.5451031393,-1,31117.0
469,0.5487474454,1,32573.0
470,0.7003399422,-1,30517.0
471,0.5112040895,-1,37270.0
472,0.5560261581,1,37595.0
473,0.5181919046,1,42807.0
474,0.5063783899,1,57566.0
475,0.5598938601,1,90933.0
476,0.5345514728,-1,60934.0
477,0.5582968301,-1,53227.0
478,0.5160442139,1,43056.0
479,0.5875116965,1,55772.0
480,0.5268266381,1,66251.0
481,0.5319921934,1,47989.0
482,0.530136279,-1,67814.0
483,0.5148148564,-1,61102.0
484,0.5572961378,-1,48612.0
485,0.5181710243,1,45522.0
486,0.5344544689,1,46423.0
487,0.5354616137,-1,40761.0
488,0.5375213803,1,19598.0
489,0.5490762341,-1,32379.0
490,0.5207985635,1,40627.0
491,0.5490316523,-1,48852.0
492,0.5160878143,-1,45227.0
493,0.5062359581,-1,39801.0
494,0.5965505232,1,43277.0
495,0.5171522446,1,52572.0
496,0.5369849497,-1,35943.0
497,0.482387032,-1,135099.0
498,0.5128200072,-1,100837.0
499,0.4831364666,-1,81882.0
500,0.4633256086,1,91545.0
501,0.485165004,-1,79907.0
502,0.5142315092,-1,46637.0
503,0.5094780987,1,59983.0
504,0.5226336263,1,63124.0
505,0.5220510016,-1,44540.0
506,0.4868976983,-1,49841.0
507,0.5365844951,1,44407.0
508,0.5072245499,-1,42385.0
509,0.5081896535,-1,32041.0
510,0.4964367545,1,58058.0
511,0.5252582266,1,44034.0
512,0.5130569351,1,39161.0
513,0.5277056535,1,74772.0
514,0.5347067937,-1,65646.0
515,0.4771321755,-1,40247.0
516,0.5036735892,1,35793.0
517,0.5166358772,-1,34479.0
518,0.4918937648,-1,39689.0
519,0.4865024812,-1,34067.0
520,0.4538154744,1,34786.0
521,0.4604063044,1,55502.0
522,0.506240855,-1,80106.0
523,0.5065006093,1,37747.0
524,0.5138515988,1,32917.0
525,0.4923118734,-1,42455.0
526,0.501034525,1,32769.0
527,0.4926065592,1,29441.0
528,0.4952845131,1,53726.0
529,0.5116562676,1,67271.0
530,0.5281864487,1,45926.0
531,0.5453186532,-1,45779.0
532,0.4990914002,-1,51295.0
533,0.4716792563,1,29588.0
534,0.5354484525,-1,47978.0
535,0.5370356768,1,31088.0
536,0.486366422,-1,52337.0
537,0.4944374438,-1,39061.0
538,0.4680075351,-1,67139.0
539,0.4812223407,1,46216.0
540,0.5310647365,-1,50032.0
541,0.4855928115,-1,33613.0
542,0.4967632524,1,31723.0
543,0.5695541433,-1,28166.0
544,0.5309669807,1,30514.0
545,0.4680801258,-1,28173.0
546,0.5109863883,-1,59870.0
547,0.4600931206,-1,33245.0
548,0.4735858684,-1,25468.0
549,0.460043888,1,39252.0
550,0.4859746494,1,28014.0
551,0.5195973702,-1,28125.0
552,0.5098989798,-1,32483.0
553,0.4943620569,1,46771.0
554,0.5313890934,1,38255.0
555,0.4556634504,1,26467.0
556,0.492856474,1,26981.0
557,0.5069130672,-1,19537.0
558,0.5354531135,-1,22526.0
559,0.4661313014,-1,35089.0
560,0.4680576608,-1,39719.0
561,0.4488172531,1,36774.0
562,0.456416665,-1,43991.0
563,0.4751085373,1,26869.0
564,0.5262519049,-1,38808.0
565,0.494302894,1,28461.0
566,0.5248816989,-1,81498.0
567,0.5296779394,1,30329.0
568,0.5453581447,1,41410.0
569,0.5081851987,1,27237.0
570,0.5228930932,1,36086.0
571,0.5094034657,1,32867.0
572,0.5014797134,-1,28602.0
573,0.5064027461,1,25066.0
574,0.5112459985,1,37590.0
575,0.5479411539,-1,40192.0
576,0.5111148266,1,48497.0
577,0.4964155911,-1,52164.0
578,0.4820505119,1,47009.0
579,0.5286176842,1,29330.0
580,0.5105712011,-1,44890.0
581,0.5085842317,1,28234.0
582,0.5226980301,-1,29485.0
583,0.4836248863,1,33600.0
584,0.5252743222,-1,32930.0
585,0.3397369664,-1,26176.0
586,0.5354094741,-1,29379.0
587,0.5155236785,-1,26227.0
588,0.4482717348,1,81716.0
589,0.4970954972,-1,41211.0
590,0.506475355,-1,31371.0
591,0.4817778466,1,25196.0
592,0.5190183044,-1,69314.0
593,0.5187674319,1,24479.0
594,0.5340691084,-1,37626.0
595,0.5044497378,1,30026.0
596,0.5153497854,-1,36269.0
597,0.4992882282,-1,24024.0
598,0.4709386873,1,26081.0
599,0.5234972431,-1,22826.0
600,0.5246887985,1,30825.0
601,0.4994785716,-1,31045.0
602,0.4839747036,1,35788.0
603,0.4852585894,1,41173.0
604,0.5204732356,1,28689.0
605,0.4729482285,1,27187.0
606,0.5216883208,-1,40034.0
607,0.4961622052,1,59150.0
608,0.5129542322,-1,30508.0
609,0.501028827,-1,28291.0
610,0.4744447361,1,25274.0
611,0.4986999457,-1,19309.0
612,0.4428785459,-1,23080.0
613,0.4883681361,1,26178.0
614,0.4518098925,1,25998.0
615,0.5273529555,1,22485.0
616,0.4911475299,-1,27803.0
617,0.4976792279,-1,21254.0
618,0.4851212765,1,25909.0
619,0.5546247524,1,22811.0
620,0.5102308913,-1,26737.0
621,0.4895518791,-1,22254.0
622,0.5017003666,1,19737.0
623,0.5077137763,1,16167.0
624,0.5294151104,-1,24512.0
625,0.5040302098,1,17342.0
626,0.5073574369,1,19150.0
627,0.5294612627,1,31977.0
628,0.527898814,-1,23521.0
629,0.4707763249,1,16340.0
630,0.5287234732,1,18037.0
631,0.5455975962,1,20623.0
632,0.5132471501,-1,15280.0
633,0.4838723061,-1,19187.0
634,0.4757925573,-1,47054.0
635,0.4900527365,1,38281.0
636,0.489878283,1,40239.0
637,0.4868603837,-1,19848.0
638,0.4659137613,-1,28844.0
639,0.525052047,1,82397.0
640,0.4915332388,-1,30784.0
641,0.4579723867,1,27340.0
642,0.5027069915,1,35283.0
643,0.5093531147,1,21338.0
644,0.5654921115,-1,39506.0
645,0.5372308618,1,21824.0
646,0.4967962767,-1,15086.0
647,0.4740854534,-1,14567.0
648,0.478451435,1,29409.0
649,0.5391847883,-1,30000.0
650,0.5493495969,1,30936.0
651,0.5188664896,-1,42616.0
652,0.4779690611,-1,19640.0
653,0.5040237707,-1,19552.0
654,0.477235197,1,23563.0
655,0.5030987152,-1,25919.0
656,0.4576496243,-1,11823.0
657,0.5272861538,1,24305.0
658,0.5057752234,1,22877.0
659,0.5533035072,1,47066.0
660,0.5107309965,-1,40760.0
661,0.557652839,-1,22588.0
662,0.4992594917,-1,148099.0
663,0.4948019401,-1,130318.0
664,0.4891146171,1,63414.0
665,0.5209292029,-1,47853.0
666,0.5114890799,1,25008.0
667,0.5243285032,1,37405.0
668,0.509032333,1,35975.0
669,0.5217208986,-1,38515.0
670,0.4743563477,1,35144.0
671,0.5167545315,-1,26029.0
672,0.5156929272,1,23191.0
673,0.5120665601,-1,23472.0
674,0.5329966704,-1,35391.0
675,0.4850188777,1,32874.0
676,0.4876101252,-1,36200.0
677,0.4776488558,-1,53468.0
678,0.445372649,1,123442.0
679,0.5000252149,1,62624.0
680,0.4791453624,1,47418.0
681,0.5103198425,1,47171.0
682,0.5260087246,-1,31278.0
683,0.473883824,1,30533.0
684,0.4742755764,-1,47917.0
685,0.4752995954,-1,28125.0
686,0.4918837332,-1,30357.0
687,0.568832328,1,23287.0
688,0.5247042591,-1,27028.0
689,0.4191755858,1,26664.0
690,0.5136282861,1,37051.0
691,0.5141022788,-1,46802.0
692,0.5937559921,-1,28940.0
693,0.5380842963,-1,38650.0
694,0.4815433568,-1,38385.0
695,0.4985596799,1,43560.0
696,0.4801961818,-1,34498.0
697,0.4453281871,1,49946.0
698,0.4683249583,1,47663.0
699,0.5056026939,1,50250.0
700,0.5176946111,1,53792.0
701,0.505040725,-1,62426.0
702,0.5549198259,-1,30641.0
703,0.4471917586,1,43404.0
704,0.5052594796,1,58062.0
705,0.5013597261,-1,35548.0
706,0.4752036082,-1,36631.0
707,0.4463311483,-1,75885.0
708,0.3926732164,-1,51233.0
709,0.4245455507,-1,79359.0
710,0.4478636114,-1,73460.0
711,0.4733400269,1,102265.0
712,0.5225822055,-1,60139.0
713,0.4803859506,1,48472.0
714,0.4640656974,1,46651.0
715,0.5232344908,-1,37049.0
716,0.4616357259,1,30049.0
717,0.5313225886,-1,36261.0
718,0.5453237783,1,30687.0
719,0.5156575439,-1,47984.0
720,0.4865612595,1,33205.0
721,0.5075561578,-1,45206.0
722,0.5320572385,1,27618.0
723,0.5337995562,-1,43488.0
724,0.5573212164,-1,24224.0
725,0.4818369431,1,22817.0
726,0.5046419878,-1,27804.0
727,0.522227132,1,15981.0
728,0.526848096,1,36800.0
729,0.5243390066,1,29332.0
730,0.4943327264,1,21728.0
731,0.5349096736,1,38246.0
732,0.5604816758,-1,24239.0
733,0.4752110877,1,29224.0
734,0.5258181273,1,44035.0
735,0.5114877708,-1,26899.0
736,0.4940496751,1,19122.0
737,0.5108267474,1,25904.0
738,0.4980086662,-1,34662.0
739,0.5100041198,-1,23444.0
740,0.5472947253,1,24661.0
741,0.5338132555,1,35835.0
742,0.5334674364,1,27935.0
743,0.5292824893,1,29079.0
744,0.5350726538,1,23671.0
745,0.5109810196,1,19722.0
746,0.5518989104,-1,22014.0
747,0.5254508814,-1,18575.0
748,0.5560577628,1,26398.0
749,0.5240543151,-1,34362.0
750,0.4995529102,1,24787.0
751,0.5275080244,1,21183.0
752,0.5073996345,-1,23052.0
753,0.4965021901,1,34427.0
754,0.5280122269,-1,31561.0
755,0.5125893392,-1,22470.0
756,0.5150602889,1,26777.0
757,0.5318475422,1,26486.0
758,0.5316734905,1,30444.0
759,0.4996035042,-1,35480.0
760,0.5267717875,-1,25960.0
761,0.5269522321,1,23557.0
762,0.495566463,1,18037.0
763,0.5524818666,-1,18347.0
764,0.5272957059,1,29300.0
765,0.4846828171,1,22612.0
766,0.494533669,-1,22701.0
767,0.4746812723,1,30712.0
768,0.5042675591,-1,28427.0
769,0.4756353862,1,34615.0
770,0.4909282925,1,29207.0
771,0.526233186,1,19453.0
772,0.4913443719,1,21010.0
773,0.5630090718,-1,38958.0
774,0.4787159706,1,23247.0
775,0.5169254297,-1,33934.0
776,0.4924641555,1,25139.0
777,0.5270570553,-1,28081.0
778,0.519703568,1,22446.0
779,0.5109446905,1,38682.0
780,0.5532124324,-1,45884.0
781,0.5485335322,1,35126.0
782,0.5043788102,1,51822.0
783,0.5246719973,-1,66664.0
784,0.4982844459,1,53170.0
785,0.5280777945,1,35033.0
786,0.5317687354,1,37100.0
787,0.4951719354,-1,60727.0
788,0.4994367248,-1,46094.0
789,0.5094239566,-1,40713.0
790,0.4563106438,1,102242.0
791,0.5436870009,-1,65902.0
792,0.4992010953,1,45280.0
793,0.5112668247,1,41970.0
794,0.5191466656,-1,39201.0
795,0.5611918858,-1,34321.0
796,0.5081000532,1,78752.0
797,0.4940995654,1,38788.0
798,0.4861728834,1,54912.0
799,0.4918972369,1,50748.0
800,0.5499395096,-1,38373.0
801,0.5339231732,-1,40685.0
802,0.5480643974,1,34661.0
803,0.4979603474,-1,31941.0
804,0.5096805284,-1,25522.0
805,0.4573613466,-1,32649.0
806,0.4969239096,1,34242.0
807,0.489493623,1,23624.0
808,0.5281977046,-1,35818.0
809,0.4998841605,1,27934.0
810,0.4659411792,1,20541.0
811,0.5464572232,1,37653.0
812,0.5419533129,1,43572.0
813,0.5624058405,-1,30423.0
814,0.5322290842,-1,26915.0
815,0.5258207272,1,22382.0
816,0.5461889937,1,25082.0
817,0.5202465472,1,30933.0
818,0.549366514,-1,41872.0
819,0.5143636953,1,26216.0
820,0.5083524726,1,22636.0
821,0.5253784925,1,42300.0
822,0.5349223249,1,47810.0
823,0.4946474622,-1,31640.0
824,0.489375686,-1,32009.0
825,0.5166132954,-1,30437.0
826,0.5206985982,-1,30858.0
827,0.4858745115,-1,31112.0
828,0.4875865606,-1,34472.0
829,0.4612608051,1,25964.0
830,0.476881729,1,24778.0
831,0.4948198352,1,31088.0
832,0.4904896491,-1,31056.0
833,0.4848188991,-1,20821.0
834,0.4921822344,-1,22516.0
835,0.4554413901,1,63680.0
836,0.5978416456,-1,47201.0
837,0.4868835429,-1,22444.0
838,0.4482702463,-1,23265.0
839,0.4887584874,-1,35726.0
840,0.4849827575,1,30051.0
841,0.5537994632,1,22583.0
842,0.4942851962,-1,24232.0
843,0.500884415,1,17431.0
844,0.5574334556,1,27088.0
845,0.5370454641,1,34240.0
846,0.5486440562,-1,43729.0
847,0.5305190876,-1,22944.0
848,0.5126685673,-1,20481.0
849,0.488297634,-1,16204.0
850,0.5533438739,-1,17377.0
851,0.5260782215,1,19226.0
