,0,1
329,150.8865914477,1
330,69.2932552712,-1
331,58.5237669676,1
332,54.1655973294,-1
333,14.2279997234,1
334,56.0627227534,-1
335,33.1647796545,1
336,46.0278343036,-1
337,61.8318494125,-1
338,24.4352610968,1
339,79.3862398956,1
340,43.4722447795,-1
341,57.3236108199,-1
342,80.7000207074,1
343,12.8924715049,-1
344,71.628429989,1
345,54.7005083937,-1
346,146.5331902179,1
347,113.6251474887,1
348,17.5757145043,1
349,51.2417042506,1
350,59.8040134292,1
351,55.972001166,-1
352,32.1817028133,1
353,7.404478506,-1
354,22.9945443486,1
355,107.6919980973,-1
356,74.3511885125,1
357,8.9100016877,-1
358,77.7000472823,1
359,49.4983897659,-1
360,73.0336813707,-1
361,128.4750752499,1
362,24.9372746444,-1
363,54.9320362372,1
364,69.4677226985,-1
365,86.217410556,-1
366,142.4686454257,1
367,18.0573763959,1
368,53.4274019948,-1
369,548.666732845,-1
370,274.4846957173,-1
371,241.3472901323,-1
372,87.6737040301,-1
373,2064.8894343171,-1
374,947.8404142612,1
375,275.4025334753,1
376,217.4612318251,1
377,46.3377738515,-1
378,125.7719474416,-1
379,90.6642375662,1
380,73.2236967575,1
381,75.3855323317,-1
382,23.4697307968,-1
383,179.4472260165,1
384,110.1109852804,-1
385,105.7490143868,1
386,73.6976191978,1
387,27.5678535035,1
388,84.8358308939,-1
389,63.5718580108,1
390,66.2848906918,-1
391,81.4760400802,-1
392,27.3778704139,-1
393,68.0781024536,-1
394,78.768506663,1
395,86.7397318408,-1
396,91.3419397087,1
397,15.6797855437,1
398,142.0339392701,1
399,89.1545870774,1
400,109.8161142693,-1
401,96.36630533,-1
402,73.8321138691,-1
403,107.9467170109,1
404,55.9413254787,1
405,67.0813437392,1
406,68.2167658248,-1
407,11.4929579103,-1
408,44.702452767,1
409,48.2555650102,-1
410,64.2756894419,-1
411,64.3608267075,-1
412,7.8362546228,1
413,27.7923194444,-1
414,47.0528637532,-1
415,24.5838427703,1
416,40.367340331,1
417,30.9507886826,1
418,110.1701835492,-1
419,71.1670566601,1
420,18.4408447102,1
421,49.3418175804,-1
422,30.0551609891,1
423,39.213691585,1
424,27.0282844456,1
425,21.7063581022,-1
426,50.2539668487,1
427,123.380315824,1
428,65.1470708881,-1
429,44.5937784156,1
430,27.8415730526,1
431,62.0442502443,-1
432,130.3647643811,-1
433,59.6598895656,1
434,62.7654668416,1
435,14.6568515003,-1
436,63.7599290838,1
437,66.1733617503,-1
438,52.8075937087,1
439,63.4857785284,1
440,8.833022929,1
441,114.1546964973,-1
442,107.5674227246,1
443,91.2048788883,1
444,89.0648851721,-1
445,9.8244565362,1
446,50.1876030973,-1
447,57.3990642051,-1
448,48.0856481113,-1
449,39.549776264,1
450,35.6771490611,1
451,73.3674203251,-1
452,62.3892646636,1
453,97.8898887965,1
454,125.4603352416,1
455,52.0773560519,-1
456,194.9934655449,-1
457,129.0998487731,-1
458,105.2712763264,-1
459,101.1645297161,-1
460,22.0965133253,1
461,56.3712443809,-1
462,90.7207178393,1
463,77.9294769891,1
464,156.9351904136,-1
465,46.1042866083,1
466,495.4326946134,-1
467,239.4419902832,1
468,140.6366099521,-1
469,110.298236533,1
470,217.8057220161,-1
471,78.2142256863,-1
472,90.632263764,1
473,90.6835833075,1
474,251.670059782,1
475,130.4552694021,1
476,187.0930154964,-1
477,131.7580519003,-1
478,120.754346062,1
479,57.5761462536,1
480,429.89053671,1
481,194.7091427695,1
482,599.0539952774,-1
483,385.5963274169,-1
484,57.401502189,-1
485,124.3610458207,1
486,149.1127968265,1
487,163.85125378,-1
488,137.0679519797,1
489,46.1224036663,-1
490,182.2794972295,1
491,384.8711882939,-1
492,355.0684162162,-1
493,287.5420241887,-1
494,63.8309059819,1
495,469.0570858775,1
496,62.2902541594,-1
497,445.7256175386,-1
498,339.9996647989,-1
499,384.0934909287,-1
500,451.7424683764,1
501,35.9022102978,-1
502,160.4402308795,-1
503,154.3718639188,1
504,166.7201267946,1
505,120.5937813737,-1
506,32.1352480861,-1
507,138.4387997366,1
508,113.111074619,-1
509,408.0762917605,-1
510,460.6933082048,1
511,50.4247897493,1
512,152.3779097224,1
513,225.8580197014,1
514,265.2145696974,-1
515,126.9171586819,-1
516,21.1542907457,1
517,90.4112785156,-1
518,107.2328407283,-1
519,93.8949788648,-1
520,211.024195619,1
521,256.906717834,1
522,164.5282778786,-1
523,172.2102071564,1
524,120.2412741304,1
525,52.1850585795,-1
526,138.7865634274,1
527,93.5952462488,1
528,60.4247106013,1
529,177.5447248589,1
530,23.7683901923,1
531,807.6169253454,-1
532,305.9430283241,-1
533,141.5037768943,1
534,1002.894951511,-1
535,64.4442812105,1
536,493.1755519219,-1
537,228.4300990349,-1
538,411.8466309151,-1
539,308.4635203915,1
540,45.67156734,-1
541,226.7718429602,-1
542,195.2279581858,1
543,203.9003833164,-1
544,142.2991508248,1
545,75.8289803842,-1
546,267.2458810629,-1
547,183.1170620186,-1
548,210.7457114191,-1
549,278.3265522512,1
550,83.1016650517,1
551,140.8108873161,-1
552,139.7123204713,-1
553,154.2409617631,1
554,163.6678407532,1
555,41.0097105399,1
556,123.2141184878,1
557,62.8572203296,-1
558,98.5233728866,-1
559,137.0426026164,-1
560,58.03914994,-1
561,109.9602270098,1
562,110.4528329195,-1
563,61.2890013159,1
564,79.4640376436,-1
565,39.0499286252,1
566,558.4741276743,-1
567,180.6201773289,1
568,343.575631134,1
569,166.176559985,1
570,84.7086810929,1
571,114.6157797906,1
572,108.821097812,-1
573,152.4272265667,1
574,753.5766017837,1
575,91.5061727,-1
576,238.1795091964,1
577,184.6665998717,-1
578,176.9125378836,1
579,167.5718058864,1
580,49.0148353092,-1
581,137.8263268014,1
582,102.4488138899,-1
583,147.0219654377,1
584,139.7229696999,-1
585,119.2476752065,-1
586,128.4982737912,-1
587,109.2910198448,-1
588,715.4416887835,1
589,62.6340326476,-1
590,163.5915396616,-1
591,190.3022494057,1
592,609.8465076485,-1
593,147.8487180907,1
594,61.9520165744,-1
595,158.3972176571,1
596,459.1766587488,-1
597,244.6512318386,-1
598,171.8926208731,1
599,63.3431664165,-1
600,36.2035270981,1
601,159.3336643278,-1
602,165.0353739307,1
603,179.5456780855,1
604,46.3221179668,1
605,105.4674549522,1
606,839.396508112,-1
607,617.7219454357,1
608,341.1145644009,-1
609,125.257206745,-1
610,127.6256340216,1
611,111.7087878388,-1
612,153.2359768889,-1
613,176.7892652763,1
614,40.662890323,1
615,107.0526499749,1
616,168.4636027642,-1
617,113.9685431848,-1
618,111.0927723155,1
619,33.8321098951,1
620,140.3134951095,-1
621,86.6506825929,-1
622,110.3740806579,1
623,114.2355996574,1
624,168.8834202192,-1
625,163.3057879717,1
626,152.2072310746,1
627,415.627091214,1
628,342.0784315021,-1
629,45.1945271902,1
630,142.7553377679,1
631,154.9497173311,1
632,163.212593719,-1
633,209.0328362339,-1
634,100.3922295996,-1
635,320.4944896978,1
636,227.3035233265,1
637,203.9945007538,-1
638,287.0028769322,-1
639,166.4414989084,1
640,307.6998074941,-1
641,403.0157003229,1
642,397.1385232673,1
643,208.8347770093,1
644,55.9837190364,-1
645,135.9194080418,1
646,99.856051617,-1
647,82.964954344,-1
648,177.0270309499,1
649,34.5078264533,-1
650,171.9464238416,1
651,146.839216565,-1
652,94.6378740962,-1
653,101.8128016758,-1
654,80.1755130976,1
655,209.289065536,-1
656,119.4465519513,-1
657,249.9336368916,1
658,186.1252822108,1
659,37.6246384894,1
660,133.8115210834,-1
661,27.8826419499,-1
662,1030.4715908512,-1
663,171.2014712639,-1
664,318.9027303256,1
665,208.3716811414,-1
666,127.8722699823,1
667,125.3145122559,1
668,34.1051663095,1
669,114.7785976911,-1
670,91.0764187504,1
671,98.183360977,-1
672,90.2462622617,1
673,25.6033280042,-1
674,139.6451276398,-1
675,133.3801913807,1
676,107.2742275411,-1
677,65.4378932407,-1
678,309.5339910545,1
679,130.5065810872,1
680,86.7253105942,1
681,85.7337335324,1
682,29.456488577,-1
683,75.347528013,1
684,143.7054996545,-1
685,74.6220364707,-1
686,104.7712351769,-1
687,113.1976332688,1
688,67.1621451605,-1
689,80.0625368787,1
690,83.7214106409,1
691,107.9614785555,-1
692,169.8142137294,-1
693,103.3121848988,-1
694,101.124104925,-1
695,94.7263391783,1
696,71.549231089,-1
697,31.172973099,1
698,68.3754439085,1
699,117.8054276769,1
700,128.9059581747,1
701,111.6140002268,-1
702,165.9210279309,-1
703,76.0225989626,1
704,102.0624148817,1
705,71.6944408322,-1
706,83.1606314408,-1
707,33.4748361212,-1
708,108.7704809459,-1
709,152.8363982611,-1
710,232.4412142919,-1
711,536.7675905426,1
712,53.8259671708,-1
713,182.5466612324,1
714,113.6960958738,1
715,94.1822083395,-1
716,83.5560663956,1
717,36.6612586114,-1
718,92.1597185371,1
719,199.5594694797,-1
720,104.1241095338,1
721,131.9646010278,-1
722,23.9425757317,1
723,75.2657374257,-1
724,79.6969339433,-1
725,68.4208459263,1
726,23.2135314391,-1
727,81.9896597202,1
728,104.8427710967,1
729,136.8524807311,1
730,110.7305307033,1
731,62.0495221416,1
732,106.4915184058,-1
733,173.9272580877,1
734,604.6908464316,1
735,254.7209098725,-1
736,60.2740603661,1
737,308.5393554458,1
738,287.3510003847,-1
739,110.1608898873,-1
740,32.2903887955,1
741,330.9642183821,1
742,349.9546382646,1
743,53.4575314205,1
744,188.8806467924,1
745,238.1171551513,1
746,205.8582935777,-1
747,177.0769470378,-1
748,74.5117402153,1
749,427.6283211197,-1
750,171.346648183,1
751,235.2685788697,1
752,399.3235123191,-1
753,57.5942540572,1
754,318.9193850346,-1
755,155.8271591221,-1
756,158.1235087054,1
757,179.2326217265,1
758,37.7488178232,1
759,404.1792348581,-1
760,258.1181758608,-1
761,164.4090964209,1
762,132.8118120938,1
763,59.1155597284,-1
764,153.9703461339,1
765,124.0788011799,1
766,182.4829238574,-1
767,167.0878078656,1
768,44.8798127598,-1
769,176.9363636616,1
770,128.1322843435,1
771,99.984305336,1
772,94.3381194081,1
773,55.1748890341,-1
774,95.7431941274,1
775,498.3161141985,-1
776,48.2614872433,1
777,195.011110446,-1
778,119.0121170646,1
779,449.6313276121,1
780,417.1221740081,-1
781,59.7901550126,1
782,361.6396068962,1
783,1046.1959626214,-1
784,286.5135564077,1
785,172.6814388178,1
786,65.9393231869,1
787,337.7072599378,-1
788,164.8141191819,-1
789,181.8643525079,-1
790,1381.7086295546,1
791,113.6305831971,-1
792,338.4583425949,1
793,295.5122246719,1
794,201.4289062656,-1
795,270.4944889776,-1
796,84.8527088836,1
797,164.5351552888,1
798,333.0284251031,1
799,328.5873542466,1
800,211.1767716752,-1
801,54.9940868428,-1
802,156.7464176453,1
803,122.4982454501,-1
804,135.0653400183,-1
805,193.9212109415,-1
806,50.686238778,1
807,115.0310014166,1
808,122.0136697574,-1
809,133.9689550205,1
810,120.212824222,1
811,44.8094923043,1
812,112.7262890778,1
813,121.4796615498,-1
814,114.4292531032,-1
815,115.6805599758,1
816,38.2332295605,1
817,105.6100490801,1
818,202.1668771543,-1
819,145.5649257607,1
820,94.5535599008,1
821,56.7408771866,1
822,506.5714416755,1
823,219.1288257413,-1
824,206.0271638084,-1
825,204.0622517016,-1
826,48.9456682348,-1
827,165.6832084053,-1
828,217.4636060254,-1
829,218.1763608208,1
830,302.3430161624,1
831,50.9664430248,1
832,207.9676112145,-1
833,175.0196225889,-1
834,208.193085153,-1
835,610.7469041774,1
836,65.762581012,-1
837,204.9779715778,-1
838,228.1695553734,-1
839,302.0527451956,-1
840,256.0708959755,1
841,60.9179409561,1
842,145.3198476788,-1
843,88.6565414487,1
844,40.1352088058,1
845,38.1302279495,1
846,108.0828790786,-1
847,114.5921229218,-1
848,87.1536564477,-1
849,89.3584670171,-1
850,27.6671936949,-1
851,100.4809403007,1
852,117.1766590839,-1
853,95.8758551259,1
854,104.7141102778,-1
855,172.9784089746,-1
856,792.1855176515,-1
857,324.8186049944,1
858,194.1746674411,1
859,167.826909738,-1
860,34.1190426445,1
861,105.4443972499,1
862,80.2510620765,1
863,95.6643845704,1
864,119.7072017859,-1
865,33.5660436228,1
866,112.461003016,1
867,116.9072806078,-1
868,137.0956741457,1
869,150.788337365,-1
870,58.1343790994,1
871,129.0947888787,-1
872,122.4263497312,-1
873,141.4126773067,1
874,138.2724664068,-1
875,60.756375085,1
876,319.6490671582,-1
877,138.4916057719,-1
878,151.5323238403,1
879,132.5542941634,1
880,32.3265563515,-1
881,114.6093423204,1
882,93.6718571,1
883,85.8737537024,1
884,84.487405487,1
885,81.1900973715,1
886,565.0067345825,1
887,769.3973637672,-1
888,408.7628571252,-1
889,289.1027423901,-1
890,99.7749728734,1
891,208.4928161994,-1
892,160.1884082731,1
893,296.3834897817,1
894,286.2942285707,-1
895,71.6808077096,-1
896,129.3539646698,1
897,497.3676425153,-1
898,694.5680729533,-1
899,593.1531039809,-1
900,73.1880251165,1
901,347.9730065761,-1
902,167.165908785,1
903,593.4455089301,1
904,130.9448521254,-1
905,523.5175965619,1
906,634.6140956157,1
907,766.7907204202,1
908,564.1038288308,-1
909,150.088673413,1
910,559.8362142539,1
911,515.5089321727,1
912,373.5507277119,-1
913,345.6261072784,-1
914,87.6904491429,-1
915,255.7366642204,-1
916,568.7514712279,1
917,322.267837323,1
918,191.5435690758,1
919,132.5995335195,1
920,748.1180372092,-1
921,505.4795947184,-1
922,481.3152458109,-1
923,509.9642629354,1
924,112.0608262409,-1
925,245.4460368149,1
926,237.9341206424,1
927,543.1512457761,1
928,2950.5912312855,-1
929,271.5417551879,1
930,789.1880398905,1
931,1052.2685569882,1
932,220.9659954458,-1
933,1953.8497898978,-1
934,235.3976519756,-1
935,3170.8896211029,1
936,1085.9399065964,-1
937,2853.9633755282,-1
938,1313.8441562542,-1
939,383.9215146356,1
940,568.3420974847,-1
941,2095.5130491484,1
942,826.9935318387,-1
943,2181.3492003823,1
944,249.0952219013,-1
945,2444.4904681757,-1
946,1508.0900837047,1
947,846.7949312671,1
948,627.9641524927,-1
949,283.6992625332,-1
950,1436.7385914605,1
951,511.8254543297,1
952,331.1589172302,1
953,407.5155463096,-1
954,142.0700554061,-1
955,509.3797723847,1
956,390.7024633561,-1
957,397.4511196782,-1
958,358.8942589121,1
959,89.8647558331,1
960,368.7834496665,1
961,408.7987776391,-1
962,576.5877531456,1
963,279.4934866598,1
964,128.2855161675,-1
965,283.050218702,-1
966,407.2124451688,1
967,245.7547958647,-1
968,113.4204648214,-1
969,320.7340111411,1
970,281.2309877639,1
971,201.8481566552,-1
972,333.802337216,1
973,76.1302451715,1
974,151.9465362522,1
975,203.0565427444,-1
976,175.5864927422,-1
977,172.0191940498,1
978,77.7675149865,-1
979,192.3253113871,1
980,342.4656114359,-1
981,779.0015102953,-1
982,250.4291979667,-1
983,84.4077133414,-1
984,427.4394084649,-1
985,142.7445432477,-1
986,776.5099817047,1
987,499.9253084906,1
988,232.3632725366,-1
989,190.7978368851,1
990,114.9893974181,1
991,337.9194485694,1
992,189.2934257683,-1
993,194.740926514,1
994,178.5801880472,-1
995,57.1663667604,1
996,188.8505312245,1
997,540.1722952201,1
998,266.5409715831,1
999,395.4619908058,-1
1000,64.4162990762,-1
1001,198.931523887,1
1002,192.0949468742,-1
1003,192.9758742274,1
1004,681.2997009864,1
1005,165.3393550391,1
1006,200.2294293391,-1
1007,451.5671421474,1
1008,359.0224300511,1
1009,250.1632702621,-1
1010,71.0641203746,1
1011,190.7909814777,-1
1012,189.3460190648,-1
1013,170.4880800827,-1
1014,100.8381195681,-1
1015,229.1162367169,-1
1016,184.1185375968,-1
1017,303.6406410365,1
1018,252.9731888415,1
1019,88.552477459,1
1020,155.1240493162,-1
1021,162.6811712583,-1
1022,138.5051359905,1
1023,17.4311498076,-1
1024,94.68167081,-1
1025,302.9941076492,1
1026,251.2835412784,-1
1027,215.2573366766,-1
1028,276.1227757747,-1
1029,85.4214733019,-1
1030,229.1260995509,1
1031,161.5080615693,-1
1032,225.4577315371,1
1033,191.6312501217,-1
1034,71.3754963008,1
1035,163.5635748339,1
1036,145.6010736717,-1
1037,210.0630292358,-1
1038,270.9726013467,-1
